plot	feature_ID	N tissues differential																					
	TG(53:1)>TG(16:0_18:1_19:0)_and_TG(17:0_18:0_18:1)_M+NH3_feature3	1																					
	TG(56:9)_M+NH3_feature1	1																					
	TG(58:8)_M+NH3_feature1	1																					
	"FA(22:6(4Z,7Z,10Z,16Z,19Z))"	1																					
	HexCer(d42:2)>HexCer(d18:1/24:1)_feature3	1																					
	LPC(18:0)>LPC(18:0/0:0)_and_LPC(0:0/18:0)_feature1and2	1																					
	LPC(20:3)	1																					
	PC(O-32:1)>PC(O-16:0/16:1)_M+H2CO2_feature2	1																					
	PC(O-34:0)_feature1	1																					
	TG(44:4)>TG(8:0_18:2_18:2)_feature1	1																					
	TG(45:2)_M+NH3_feature1	1																					
	TG(48:4)>TG(12:0_18:2_18:2)_M+NH3_feature1	1																					
	TG(50:2)>TG(16:0_16:0_18:2)_and_TG(16:0_16:1_18:1)_M+NH3_feature1	1																					
	TG(50:3)_M+NH3_feature4	1																					
	TG(51:4)>TG(16:1_17:1_18:2)_and_TG(15:0_18:2_18:2)_and_TG(15:1_18:1_18:2)_feature1	1																					
	TG(52:3)>TG(16:0_18:1_18:2)_and_TG(16:1_18:1_18:1)_feature3	1																					
	TG(52:4)>TG(16:1_18:1_18:2)_M+NH3_feature4	1																					
	TG(54:5)>TG(18:1_18:2_18:2)_M+NH3_feature3	1																					
	TG(55:3)>TG(18:1_18:1_19:1)_and_TG(18:1_18:2_19:0)_feature3	1																					
	GDP	1																					
	TG(36:2)_M+NH3_feature2	1																					
	TG(40:0)_M+NH3_feature1	1																					
	TG(40:0)_M+NH3_feature2	1																					
	TG(44:1)>TG(10:0_16:0_18:1)_M+NH3_feature2	1																					
	TG(46:1)>TG(12:0_16:0_18:1)_and_TG(10:0_18:0_18:1)_and_TG(14:0_16:0_16:1)_feature2	1																					
	5-hydroxy-L-tryptophan	1																					
	CAR(10:0(OH))	1																					
	FA(18:0)	1																					
	FA(20:1)	1																					
	LPC(16:0)>LPC(16:0/0:0)_feature2	1																					
	LPC(18:2)_rp_a_b	1																					
	LPC(18:2)_rp_b	1																					
	PC(36:4)	1																					
	PC(44:5)_feature2	1																					
	PC(O-32:1)_feature2	1																					
	PE(40:5)_feature5	1																					
	PE(O-40:7)>PE(O-18:1/22:6)_and_PE(O-22:7/18:0)_feature9	1																					
	TG(52:4)>TG(16:1_18:1_18:2)_feature5	1																					
	TG(53:2)_M+NH3_feature1	1																					
	TG(53:3)>TG(17:0_18:1_18:2)_and_TG(17:1_18:1_18:1)_and_TG(16:1_18:1_19:1)_and_TG(16:0_18:1_19:2)_M+NH3_feature3	1																					
	TG(54:4)>TG(18:1_18:1_18:2)_M+NH3_feature2	1																					
	TG(54:5)>TG(18:1_18:2_18:2)_and_TG(16:0_16:0_22:5)_and_TG(16:0_18:1_20:4)_M+NH3_feature1	1																					
	TG(56:2)_M+NH3_feature3	1																					
	TG(58:8)>TG(18:2_18:2_22:4)_M+NH3_feature4	1																					
	TG(60:3)_M+NH3_feature2	1																					
	isoleucine-13C6	1																					
	lysine-13C6	1																					
	sphinganine (C18)	1																					
	HexCer(d42:2-OH)>HexCer(d18:1/24:1-OH)_feature2	1																					
	LPC(17:0)_a_b	1																					
	PA(34:1)>PA(16:0_18:1)_feature1	1																					
	PC(40:5)>PC(18:0_22:5) _M+H2CO2_feature4	1																					
	PS(38:2)>PS(20:1_18:1)_feature1	1																					
	SM(d32:2)	1																					
	SM(d36:0)	1																					
	Sulfatide(d43:2)_feature1	1																					
	20-HETE	1																					
	CL(74:9)_feature1	1																					
	PC(18:2)PC(18:2_0:0)	1																					
	PC(36:3)>PC(18:1_18:2)_M+H2CO2_feature3	1																					
	PC(38:2)>PC(18:1_20:1)_M+H2CO2_feature3	1																					
	TG(54:1)>TG(18:0_18:0_18:1)_and_TG(16:1_18:0_20:0)_and_TG(16:0_18:0_20:1)_M+NH3_feature2	1																					
	CoA(12:3)	1																					
	CoA(22:2)	1																					
	DG(38:4)>DG(18:0_20:4_0:0)_M+NH3_feature6	1																					
	LPC(16:0)>LPC(16:0/0:0)_and_LPC(0:0/16:0)_feature1and2	1																					
	LPC(18:0)>LPC(18:0/0:0)_and_LPC(0:0/18:0)_M+H2CO2_feature1and2	1																					
	LPC(18:0)>LPC(18:0/0:0)_feature2	1																					
	LPC(20:4)	1																					
	LPE(18:1)>LPE(18:1/0:0)_and_LPE(0:0/18:1)_feature1and2	1																					
	N-methylaspartate	1																					
	PC(31:1)_feature1	1																					
	PC(38:2)_feature6	1																					
	PC(O-38:4)_feature3	1																					
	PE(36:1)_feature3	1																					
	PE(36:5)_feature1	1																					
	PE(36:5)_feature2	1																					
	PE(38:4)>PE(18:0_20:4)_feature1	1																					
	PE(38:6)_feature5	1																					
	PE(40:7)_feature2	1																					
	SiE(20:4)_M+NH3_feature3	1																					
	TG(52:4)>TG(16:1_18:1_18:2)_M+NH3_feature2	1																					
	TG(52:5)>TG(16:0_18:2_18:3)_feature5	1																					
	TG(53:2)_M+NH3_feature3	1																					
	TG(60:10)>TG(18:0_20:4_22:6)_M+NH3_feature1	1																					
	ketoisovalerate	1																					
	CE(20:2)_M+NH3_feature1	1																					
	Cholesterol sulfate_feature1	1																					
	LPC(18:2)_a_b	1																					
	PG(38:4)>PG(16:0_22:4)_feature2	1																					
	chenodeoxycholate	1																					
	pseudouridine	1																					
	retinoate	1																					
	Car(22:2)_feature1	1																					
	Cer(d41:0)>Cer(d18:0/23:0)_feature1	1																					
	Cer(d42:1)_feature1	1																					
	Cer(d42:2)>Cer(d18:1/24:1)_feature3	1																					
	Cer(d43:1)>Cer(d18:1/25:0)_feature1	1																					
	DG(40:7)>DG(18:1_22:6_0:0)_M+NH3_feature3	1																					
	"GTInternalStandard_PE(18:1(d7))>PE(18:1(9z,d7)/0:0)_and_PE(0:0/18:1(9z,d7))_[iSTD]"	1																					
	"GTInternalStandard_PG(33:1(d7))>PG(15:0/18:1(9z,d7))_[iSTD]"	1																					
	HexCer(d42:0-OH)_M+H2CO2_feature2	1																					
	LPC(16:1)_feature2	1																					
	LPC(18:3/0:0)_and_LPC(0:0/18:3)_feature1and2	1																					
	LPC(20:4)_a_b	1																					
	LPC(22:0/0:0)_feature1and2	1																					
	MG(18:1)_b	1																					
	Oxaloacetate	1																					
	PC(38:5)>PC(16:0_22:5)_M+H2CO2_feature2	1																					
	PC(39:3)_feature1	1																					
	PC(40:8)>PC(20:4_20:4)_M+H2CO2_feature1	1																					
	PC(42:4)_feature2	1																					
	PC(O-38:4)>PC(O-18:0/20:4)_M+H2CO2_feature6	1																					
	PC(O-40:4)_feature3	1																					
	PC(O-40:7)_feature1	1																					
	PE(O-40:5)>PE(O-18:1/22:4)_feature5	1																					
	PE(O-40:7)>PE(O-18:1/22:6)_and_PE(O-22:7/18:0)_feature6	1																					
	SM(d40:1-OH)_feature2	1																					
	TG(56:2)_M+NH3_feature1	1																					
	TG(58:3)>TG(18:1_20:1_20:1)_and_TG(18:1_18:1_22:1)_M+NH3_feature2	1																					
	oleamide_feature1	1																					
	3-methylhistamine	1																					
	Coenzyme Q9_feature1	1																					
	Deoxycytidine	1																					
	Sulfatide(d41:1)_feature1	1																					
	TG(51:1)_M+NH3_feature1	1																					
	maleate	1																					
	phenyllactate	1																					
	1-methylguanosine	1																					
	C34:4 PC	1																					
	CoA(12:1)	1																					
	CoA(16:2)	1																					
	CoA(2:0)	1																					
	CoA(3:0-COOH)	1																					
	DG(35:4)_feature1	1																					
	"GTInternalStandard_CE(18:1(9z,d7))_2M_feature1"	1																					
	PE(38:5)>PE(18:1_20:4)_feature7	1																					
	TG(36:0)>TG(10:0_10:0_16:0)_M+NH3_feature2	1																					
	TG(38:2)>TG(10:0_10:0_18:2)_and_TG(8:0_12:0_18:2)_feature2	1																					
	TG(42:4)>TG(6:0_18:2_18:2)_feature1	1																					
	TG(42:5)_M+NH3_feature1	1																					
	TG(45:3)>TG(10:0_17:1_18:2)_and_TG(9:0_18:1_18:2)_M+NH3_feature1	1																					
	TG(48:4)>TG(12:0_18:2_18:2)_feature2	1																					
	TG(50:4)>TG(16:1_16:1_18:2)_feature2	1																					
	TG(52:2)>TG(16:0_18:1_18:1)_and_TG(16:0_18:0_18:2)_M+NH3_feature7	1																					
	TG(52:6)_feature4	1																					
	TG(58:3)_M+NH3_feature1	1																					
	Cer(d43:1)>Cer(d18:1/25:0)_feature2	1																					
	Leu-Pro	1																					
	N-acetyl-D-glucosamine-1-phosphate	1																					
	PC(42:9)_feature3	1																					
	PE(36:2)>PE(18:1/18:1)_feature2	1																					
	PE(44:12)_feature1	1																					
	TG(49:1)>TG(15:0_16:0_18:0)_and_TG(16:0_16:0_17:1)_and_TG(16:0_16:1_17:0)_feature1	1																					
	TG(50:6)_M+NH3_feature1	1																					
	TG(52:3)>TG(16:0_18:1_18:2)_M+NH3_feature1	1																					
	TG(52:6)>TG(16:1_18:2_18:3)_and_TG(16:2_18:2_18:2)_feature3	1																					
	ribose 5-phosphate	1																					
	3-methoxytyramine	1																					
	leu-gly	1																					
	C16:1 LPE	1																					
	2-phosphoglycerate+3-phosphoglycerate	1																					
	CE(20:4)_feature1	1																					
	CoA(21:0)	1																					
	FA(14:0)	1																					
	FA(20:0)	1																					
	LPC(22:0)>LPC(22:0/0:0)_feature2	1																					
	PC(34:2)	1																					
	PC(35:4)>PC(15:0_20:4)_M+H2CO2_feature2	1																					
	PC(36:4)_feature1	1																					
	PC(38:2)_feature5	1																					
	PC(38:4)_feature3	1																					
	PC(38:5)>PC(16:0_22:5)_and_PC(18:1_20:4)_M+H2CO2_feature4	1																					
	PC(39:5)_feature10	1																					
	PC(O-38:6)_feature5	1																					
	PC(P-38:5)>PC(P-18:1/20:4)_M+H2CO2_feature2	1																					
	PE(38:6)_feature2	1																					
	PE(39:4)>PE(19:0_20:4)_feature2	1																					
	PE(O-39:7)>PE(O-21:7/18:0)_and_PE(O-17:1/22:6)_feature1	1																					
	PS(40:6)>PS(18:0_22:6)_feature1	1																					
	TG(51:2)_M+NH3_feature3	1																					
	TG(52:3)>TG(16:0_18:1_18:2)_M+NH3_feature3	1																					
	TG(53:4)>TG(17:0_18:2_18:2)_and_TG(17:1_18:1_18:2)_M+NH3_feature3	1																					
	TG(54:6)>TG(16:0_16:0_22:6)_M+NH6_feature6	1																					
	TG(55:5)>TG(18:2_18:2_19:1)_and_TG(18:1_18:2_19:2)_M+NH3_feature2	1																					
	TG(56:3)>TG(18:1_18:1_20:1)_M+NH3_feature3	1																					
	TG(56:4)>TG(18:1_18:2_20:1)_and_TG(18:1_18:1_20:2)_M+NH3_feature2	1																					
	TG(58:3)>TG(18:1_20:1_20:1)_and_TG(18:1_18:1_22:1)_M+NH3_feature3	1																					
	TG(58:6)_M+NH3_feature6	1																					
	anthranilic acid-15N	1																					
	aspartate-13C4	1																					
	glutamate-13C5	1																					
	indoleacrylate	1																					
	isoleucine-13C6+leucine-13C6	1																					
	leucine-13C6	1																					
	phosphoenolpyruvate	1																					
	valine-13C5	1																					
	Glu-Phe	1																					
	PA(34:1)_feature2	1																					
	SM(d43:1)_feature1and2	1																					
	3-methylxanthine	1																					
	9-HODE	1																					
	Ala-Leu	1																					
	CE(22:6)_feature1	1																					
	EA(18:0)_feature1	1																					
	LPC(18:2)>LPC(0:0/18:2)_feature1	1																					
	PC(42:5)_feature4	1																					
	PC(O-36:4)>PC(O-16:0/20:4)_M+H2CO2_feature4	1																					
	PC(O-38:5)>PC(O-18:1/20:4)_M+H2CO2_feature5	1																					
	PE(42:10)_feature1	1																					
	PE(O-36:4)>PE(O-18:3/18:1)_feature6	1																					
	PE(O-39:5)>PE(O-16:1_20:4)_feature4	1																					
	Sebacic acid	1																					
	Sulfatide(d41:1-OH)_feature1	1																					
	TG(58:4)_M+NH3_feature4	1																					
	gamma-Glutamylisoleucine	1																					
	CE(18:2)_feature1	1																					
	Cer(d40:2)_M+H2CO2_feature1	1																					
	Cer(d44:2)_M+H2CO2_feature2	1																					
	CoA(10:1)	1																					
	CoA(11:2)	1																					
	CoA(19:2)	1																					
	DG(36:4)>DG18:2_18:2_0:0)_feature1	1																					
	LPC(15:0)>LPC(15:0/0:0)_and_LPC(0:0/15:0)_feature1and2	1																					
	LPC(18:1)>LPC(18:1/0:0)_and_LPC(0:0/18:1)_M+H2CO2_feature1and2	1																					
	LPC(22:0)>LPC(22:0/0:0)_and_LPC(0:0/22:0)_feature1and2	1																					
	PC(36:3)>PC(16:0_20:3)_M+H2CO2_feature3	1																					
	PC(36:6)_feature1	1																					
	PC(37:6)_feature5	1																					
	PC(39:4)>PC(19:0_20:4)_M+H2CO2_feature4	1																					
	PC(44:10)_feature1	1																					
	PC(O-38:4)_feature1	1																					
	PE(32:1)>PE(16:0_16:1)_feature1	1																					
	PE(34:3)>PE(16:0_18:3)_feature2	1																					
	PE(O-40:6)>PE(O-18:1/22:5)_feature3	1																					
	PI(34:2)_feature1	1																					
	SM(d42:0)_feature2	1																					
	Ser-Leu	1																					
	TG(56:8)>TG(18:2_18:2_20:4)_M+NH3_feature1	1																					
	Tauroursodeoxycholic acid	1																					
	guanidinosuccinate	1																					
	DG(36:2)>DG(18:0_18:2_0:0)_feature4	1																					
	DG(36:4)>DG(16:0_20:4_0:0)_M+NH3_feature2	1																					
	EA(15:0)_feature1	1																					
	Fumaric acid	1																					
	LPC(18:1)>LPC(18:1/0:0)_M+H2CO2_feature2	1																					
	LPC(18:2)>LPC(18:2/0:0)_and_LPC(0:0/18:2)_M+H2CO2_feature1and2	1																					
	LPC(18:2)_b	1																					
	PC(O-36:1)_feature2	1																					
	PE(O-35:2)>PE(O-16:1/19:1)_and_PE(O-35:2)>PE(O-17:1/18:1)_feature3	1																					
	PG(36:4)>PG(18:2_18:2)_feature1	1																					
	thiamine	1																					
	3-methoxytyrosine	1																					
	"5-henicosylbenzene-1,3-diol_feature1"	1																					
	C20:3 LPC A	1																					
	CE(16:1)_M+NH3_feature1	1																					
	Car(20:1-OH)_feature1	1																					
	Cer(d36:1)_M+H2CO2_feature1	1																					
	Cer(d42:2)_feature1	1																					
	"GTInternalStandard_CE(18:1(9z,d7))_M+NH3_feature1"	1																					
	"GTInternalStandard_PC(33:1(d7))>PC(15:0/18:1(9z,d7))_[iSTD]_M+H2CO2"	1																					
	"GTInternalStandard_PS(33:1(d7))>PS(15:0/18:1(9z,d7))_[iSTD]"	1																					
	"GTInternalStandard_TG(48:1(d7))>TG(15:0/18:1(9z,d7)/15:0)_feature1"	1																					
	LPC(14:0)_feature1and2	1																					
	LPC(14:0/0:0)_and_LPC(0:0/14:0)_feature1and2	1																					
	LPC(20:3)_feature2	1																					
	LPC(22:6/0:0)_and_LPC(0:0/22:6)_feature1and2	1																					
	LPE(18:0)_feature2	1																					
	LPE(20:4)_feature2	1																					
	PC(35:0)_feature1	1																					
	PC(36:0)>PC(18:0/18:0)_M+H2CO2_feature2	1																					
	PC(40:6)>PC(18:0_22:6)_M+H2CO2_feature3	1																					
	PC(O-32:1)_feature3	1																					
	PE(O-36:3)_feature2	1																					
	SM(d34:0-OH)_feature1	1																					
	TG(55:7)_M+NH3_feature1	1																					
	TG(56:2)_M+NH3_feature2	1																					
	TG(56:4)>TG(18:1_18:2_20:1)_and_TG(18:1_18:1_20:2)_M+NH3_feature3	1																					
	TG(56:6)>TG(18:1_18:1_20:4)_and_TG(16:0_18:1_22:5)_and_TG(18:1_18:2_20:3)_M+NH3_feature2	1																					
	TG(56:8)_M+NH3_feature5	1																					
	TG(58:2)_M+NH3_feature2	1																					
	TG(58:4)_M+NH3_feature3	1																					
	corticosterone_feature1	1																					
	octadecanamine_feature1	1																					
	3-(1-pyrazolyl)-alanine_feature1	1																					
	Cer(d36:2)_M+H2CO2_feature1	1																					
	Cer(d42:2)_M+H2CO2_feature4	1																					
	"GTInternalStandard_PC(33:1(d7))>PC(15:0/18:1(9z,d7))_M+H2CO2_feature1"	1																					
	HexCer(d43:1-OH)>HexCer(d18:1/25:0-OH)_feature1	1																					
	PC(34:0)_feature2	1																					
	PE(38:3)>PE(18:0_20:3)_feature2	1																					
	TG(40:2)>TG(4:0_18:1_18:1)_M+NH3_feature2	1																					
	TG(40:3)>TG(4:0_18:1_18:2)_M+NH3_feature2	1																					
	TG(46:0)>TG(14:0_16:0_16:0)_and_TG(12:0_16:0_18:0)_M+NH3_feature1	1																					
	TG(53:5)>TG(17:1_18:2_18:2)_M+NH3_feature2	1																					
	TG(56:8)>TG(16:0_18:2_22:6)_M+NH3_feature4	1																					
	deoxycholate	1																					
	arachidoyl ethanolamide	1																					
	C18:1 LPC A	1																					
	oleoyl glycine	1																					
	AICAR	1																					
	Cer(d44:2)>Cer(d18:1/26:1)_feature2	1																					
	CoA(18:1)	1																					
	CoA(20:1)	1																					
	Deoxycholic acid	1																					
	NaMN	1																					
	PC(36:2)_M+Na_feature2	1																					
	PE(O-36:5)>PE(O-16:1/20:4)_feature2	1																					
	PE(O-37:5)>PE(O-17:1/20:4)_feature2	1																					
	PE(O-38:4)_feature4	1																					
	SM(d40:2)_feature2	1																					
	SM(d41:2)_feature3	1																					
	TG(38:1)>TG(10:0_10:0_18:1)_and_TG(10:0_12:0_16:1)_and_TG(8:0_12:0_18:1)_M+NH3_feature1	1																					
	TG(41:3)>TG(5:0_18:1_18:2)_M+NH3_feature1	1																					
	TG(42:1)_feature1	1																					
	TG(42:4)_feature2	1																					
	TG(42:5)_M+NH3_feature2	1																					
	TG(46:4)>TG(10:0_18:2_18:2)_feature1	1																					
	TG(49:3)_feature2	1																					
	TG(50:5)_M+NH3_feature1	1																					
	TG(50:6)_feature2	1																					
	TG(50:8)>TG(10:0_18:2_22:6)_and_TG(50:8)>TG(10:0_20:4_20:4)_M+NH3_feature1	1																					
	TG(52:5)>TG(16:1_18:2_18:2)_feature3	1																					
	TG(53:1)>TG(16:0_18:1_19:0)_and_TG(17:0_18:0_18:1)_M+NH3_feature4	1																					
	TG(57:3)_M+NH3_feature2	1																					
	Urocanic acid	1																					
	C18 carnitine	1																					
	C18:1 carnitine	1																					
	2-piperidinone	1																					
	3-hydroxybutyrate	1																					
	3-methyl-2-oxovalerate	1																					
	ADMA/SDMA	1																					
	DG(38:4)>DG(16:0_22:4_0:0)_feature4	1																					
	HexCer(d34:1)>HexCer(d18:1/16:0)_feature1	1																					
	PA(34:1)_M+NH3_feature2	1																					
	TG(36:1)>TG(4:0_16:0_16:1)_and_TG(2:0_16:0_18:1)_M+NH3_feature1	1																					
	TG(44:2)>TG(10:0_16:1_18:1)_feature2	1																					
	TG(44:2)_M+NH3_feature1	1																					
	TG(46:2)_feature2	1																					
	TG(47:3)_feature2	1																					
	TG(50:1)_M+NH3_feature2	1																					
	TG(51:3)>TG(15:0_18:1_18:2)_and_TG(16:0_17:1_18:2)_and_TG(16:1_17:1_18:1)_M+NH3_feature2	1																					
	TG(53:4)>TG(17:0_18:2_18:2)_and_TG(17:1_18:1_18:2)_feature2	1																					
	UDP-glucuronate	1																					
	ribothymidine	1																					
	CL(72:8) M-2H_feature1	1																					
	Cer(d41:2)_M+H2CO2_feature2	1																					
	FA(26:0)	1																					
	LPC(15:0)_rp_a	1																					
	PC(37:0)_feature2	1																					
	PC(37:0)_feature5	1																					
	PC(38:1)_feature1	1																					
	PC(38:2)>PC(18:0_20:2)_M+H2CO2_feature4	1																					
	PC(40:8)>PC(20:4_20:4) _M+H2CO2_feature1	1																					
	PC(42:5)_feature3	1																					
	PC(42:6)_feature4	1																					
	PE(38:4)>PE(16:0_22:4)_feature4	1																					
	PE(38:5)_feature1	1																					
	PE(38:6)_feature1	1																					
	PE(O-40:4)>PE(O-18:0/22:4)_feature3	1																					
	PS(38:3)_feature2	1																					
	TG(53:4)>TG(17:0_18:2_18:2)_and_TG(17:1_18:1_18:2)_M+NH3_feature2	1																					
	TG(53:5)>TG(17:1_18:2_18:2)_M+NH3_feature1	1																					
	TG(55:4)>TG(18:1_18:2_19:1)_and_TG(18:2_18:2_19:0)_and_TG(18:1_18:1_19:2)_M+NH3_feature2	1																					
	TG(56:5)>TG(16:0_18:1_22:4)_M+NH3_feature1	1																					
	TG(56:5)>TG(16:0_18:1_22:4)_M+NH3_feature3	1																					
	TG(56:7)_M+NH3_feature2	1																					
	TG(58:6)>TG(18:0_18:0_22:6)_M+NH3_feature7	1																					
	gamma-Glutamylleucine	1																					
	gibberellic acid	1																					
	monoethylhexyl phthalate	1																					
	Cer(d18:1/18:0)	1																					
	Hex2Cer(d42:1)>Hex2Cer(d18:1/24:0)_feature1	1																					
	HexCer(d18:1/25:1-OH)	1																					
	LPC(20:3)_a_b	1																					
	N-nitroso-pyrrolidine	1																					
	PC(34:1)	1																					
	PC(34:3)_feature4	1																					
	glycocholate	1																					
	Aminoisobutyric acid	1																					
	IMP	1																					
	LPC(16:0)>LPC(16:0/0:0)_and_LPC(0:0/16:0)_2M+H2CO2_feature1and2	1																					
	LPE(18:2)	1																					
	PC(35:1)>PC(17:0_18:1) M+ H2CO2_feature1	1																					
	PC(38:5)>PC(16:0_22:5)_M+H2CO2_feature5	1																					
	PC(39:6)_feature1	1																					
	PC(40:0)_feature1	1																					
	PC(42:2)_feature1	1																					
	PE(38:1)>PE(18:1_20:0)_and_PE(18:0_20:1)_feature2	1																					
	PE(O-34:1)>PE(O-18:1_16:0)_feature1	1																					
	PS(38:3)>PS(18:0_20:3)_feature3	1																					
	Sulfatide(d40:1-OH)_feature1	1																					
	beta-muricholate	1																					
	C9 carnitine	1																					
	CE(18:1)_feature1	1																					
	Car(13:1)_feature1	1																					
	Car(21:2)_feature1	1																					
	Cer(d42:2)>Cer(d18:2/24:0)_feature4	1																					
	Cer(t42:1)>Cer(t18:0/24:1)_feature1	1																					
	CoA(14:2)	1																					
	CoA(19:0)	1																					
	CoA(19:1)	1																					
	"FA(8:0, 2-NH2)"	1																					
	LPE(20:4)>LPE(20:4/0:0)_and_LPE(0:0/20:4)_feature1and2	1																					
	PC(15:0)PC(15:0_0:0)	1																					
	PC(32:2)>PC(14:0_18:2) M+ H2CO2_feature3	1																					
	PC(32:3)_feature2	1																					
	PC(33:0)_feature2	1																					
	PC(33:3)_feature3	1																					
	PC(36:0)_feature3	1																					
	PC(36:3)_feature5	1																					
	PC(37:2)>PC(18:2_19:0)_M+H2CO2_feature1	1																					
	PC(38:5)_feature5	1																					
	PC(39:6)_feature5	1																					
	PC(41:6)_feature1	1																					
	PC(42:4)_feature3	1																					
	PC(42:7)_feature1	1																					
	PE(36:2)>PE(18:2_18:0)_feature1	1																					
	PE(37:4)>PE(17:0_20:4)_feature2	1																					
	PE(38:4)>PE(18:0_20:4)_feature4	1																					
	PE(42:8)>PE(20:4_22:4)_feature5	1																					
	cis-aconitate	1																					
	hexose	1																					
	Cer(d40:1)_M+H2CO2_feature2	1																					
	LPC(26:0)>LPC(26:0/0:0)_and_LPC(0:0/26:0)_feature1and2	1																					
	PC(41:1)_feature1	1																					
	PC(42:6)_feature3	1																					
	PC(O-36:5)_feature2	1																					
	PE(40:2)>PE(18:1_22:1)_feature1	1																					
	PG(36:4)>PG(18:2_18:2)_feature2	1																					
	PG(40:6)>PG(18:0_22:6)_feature2	1																					
	PI(36:2)>PI(18:1_18:1)_feature1	1																					
	SM(d41:2)_M+H2CO2_feature2and3	1																					
	TG(58:5)_M+NH3_feature5	1																					
	TG(58:8)_M+NH3_feature2	1																					
	sphingosine (C18)	1																					
	sphingosine (C18)_feature1	1																					
	CE(18:1)_M+NH3_feature1	1																					
	Car(17:0)_feature1	1																					
	DMGV	1																					
	"GTInternalStandard_PE(33:1(d7))>PE(15:0/18:1(9z,d7))_[iSTD]"	1																					
	"GTInternalStandard_SM(d36:2(d9))>SM(d18:1/18:1(9z,d9))_[iSTD]_M+H2CO2"	1																					
	HexCer(d42:1)>HexCer(d18:1/24:0)_feature2	1																					
	LPC(16:0/0:0)_feature2	1																					
	LPC(20:4/0:0)_feature2	1																					
	LPC(22:1/0:0)_and_LPC(0:0/22:1)_feature1and2	1																					
	LPC(22:4)_feature1and2	1																					
	LPC(22:6)_feature2	1																					
	LPC(24:0/0:0)_feature2	1																					
	LPE(16:0/0:0)_feature1and2	1																					
	PC(33:3)_feature2	1																					
	PC(36:0)_feature2	1																					
	PC(44:5)_feature1	1																					
	PE(O-38:7)>PE(O-16:1/22:6)_feature2	1																					
	SM(d40:0-OH)_M+H2CO2_feature1	1																					
	SiE(18:2)_M+NH3_feature1	1																					
	TG(55:1)>TG(18:0_18:1_19:0)_and_TG(16:0_18:1_21:0)_M+NH3_feature1	1																					
	TG(55:3)_M+NH3_feature3	1																					
	TG(58:1)>TG(16:0_18:1_24:0)_and_TG(16:0_16:0_26:1)_and_TG(18:0_18:1_22:0)_M+NH3_feature2	1																					
	TG(58:2)_M+NH3_feature1	1																					
	biotin	1																					
	taurocholate	1																					
	thyroxine	1																					
	Acetyl-CoA	1																					
	FA(18:1)	1																					
	LPC(15:0)	1																					
	PC(37:6)_feature6	1																					
	PC(39:5)_feature7	1																					
	PE(36:5)_feature5	1																					
	PE(40:6)_feature2	1																					
	PI(40:4)>PI(18:0_22:4)_feature1	1																					
	PS(38:6)>PS(16:0_22:6)_feature1	1																					
	PS(40:6)_feature3	1																					
	TG(36:1)>TG(4:0_16:0_16:1)_and_TG(2:0_16:0_18:1)_M+NH3_feature3	1																					
	TG(38:1)>TG(4:0_16:0_18:1)_M+NH3_feature2	1																					
	TG(40:1)_M+NH3_feature3	1																					
	TG(46:2)_M+NH3_feature2	1																					
	TG(52:5)>TG(16:1_18:2_18:2)_M+NH3_feature4	1																					
	TG(54:4)>TG(18:1_18:1_18:2)_and_TG(18:0_18:2_18:2)_M+NH3_feature4	1																					
	TG(54:6)>TG(18:2/18:2/18:2)_M+NH3_feature3	1																					
	C18:1 LPC B	1																					
	agmatine	1																					
	homocitrulline	1																					
	"14,15-EpETrE"	1																					
	Cer(d43:1)>Cer(d18:1/25:0)_feature1and2	1																					
	CoA(10:0)	1																					
	DG(40:4)>DG(18:0_22:4_0:0)_M+NH3_feature2	1																					
	HexCer(d40:1)>HexCer(d18:1/22:0)_feature3	1																					
	LPC(20:0/0:0)_and_LPC(0:0/20:0)_feature1and2	1																					
	LPC(20:1)>LPC(20:1/0:0)_and_LPC(0:0/20:1)_feature1and2	1																					
	PC(32:0)_feature2	1																					
	PC(35:3)_feature3	1																					
	PC(O-32:0)	1																					
	PC(O-36:2)_feature1	1																					
	PC(O-38:5)>PC(O-18:1/20:4)_M+H2CO2_feature2	1																					
	PE(O-34:1)_feature1	1																					
	PE(O-37:5)>PE(O-17:1/20:4)_feature1	1																					
	PRPP	1																					
	PS(40:6)_feature2	1																					
	TG(30:0)>TG(10:0/10:0/10:0)_and_TG(8:0_10:0_12:0)_M+NH3_feature1	1																					
	TG(34:0)>TG(10:0_10:0_14:0)_and_TG(10:0_12:0_12:0)_M+NH3_feature1	1																					
	TG(40:2)>TG(4:0_18:1_18:1)_feature2	1																					
	TG(42:3)_M+NH3_feature1	1																					
	TG(44:2)>TG(10:0_16:1_18:1)_M+NH3_feature1	1																					
	TG(46:5)>TG(10:0_18:2_18:3)_feature2	1																					
	TG(46:6)>TG(8:0_18:2_20:4)_M+NH3_feature2	1																					
	TG(47:3)_M+NH3_feature2	1																					
	TG(48:2)>TG(14:0_16:0_18:2)_and_TG(14:0_16:1_18:1)_feature3	1																					
	TG(48:6)>TG(10:0_18:2_20:4)_M+NH3_feature1	1																					
	TG(52:1)_M+NH3_feature3	1																					
	TG(54:4)>TG(18:1_18:1_18:2)_M+NH3_feature4	1																					
	TG(54:4)>TG(18:1_18:1_18:2)_M+NH3_feature5	1																					
