plot	feature	tissue	feature_ID	non_redundant_feature_ID	platform	training_q	female_1w	female_2w	female_4w	female_8w	male_1w	male_2w	male_4w	male_8w		
	METAB;BAT;metab-u-lrppos:PE(O-40:5)>PE(O-18:1/22:4)_feature4	BAT	PE(O-40:5)>PE(O-18:1/22:4)_feature4	metab-u-lrppos:PE(O-40:5)>PE(O-18:1/22:4)_feature4	metab-u-lrppos	4.18E-02	2.40305	3.7163	1.03179	0.96007	-0.21308	0.29349	-1.69801	0.94317		
	METAB;HEART;metab-u-lrpneg:PE(O-40:5)>PE(O-18:1/22:4)_feature4	HEART	PE(O-40:5)>PE(O-18:1/22:4)_feature4	metab-u-lrpneg:PE(O-40:5)>PE(O-18:1/22:4)_feature4	metab-u-lrpneg	2.27E-05	2.89634	4.10974	0.6175	-0.23675	0.0905	1.01414	-4.41146	-2.24863		
	METAB;HEART;metab-u-lrppos:PE(O-40:5)>PE(O-18:1/22:4)_feature4	HEART	PE(O-40:5)>PE(O-18:1/22:4)_feature4	metab-u-lrppos:PE(O-40:5)>PE(O-18:1/22:4)_feature4	metab-u-lrppos	8.11E-03	1.00862	1.91849	0.5061	-0.5705	-1.32204	-0.62559	-3.59395	1.33496		
	METAB;LIVER;metab-u-lrppos:PE(O-40:5)>PE(O-18:1/22:4)_feature4	LIVER	PE(O-40:5)>PE(O-18:1/22:4)_feature4	metab-u-lrppos:PE(O-40:5)>PE(O-18:1/22:4)_feature4	metab-u-lrppos	1.80E-03	0.98672	2.59411	1.80963	-0.89588	-0.07778	1.16698	-3.20944	1.32161		
	METAB;LUNG;metab-u-lrpneg:PE(O-40:5)>PE(O-18:1/22:4)_feature4	LUNG	PE(O-40:5)>PE(O-18:1/22:4)_feature4	metab-u-lrpneg:PE(O-40:5)>PE(O-18:1/22:4)_feature4	metab-u-lrpneg	2.28E-04	2.05906	4.66987	1.2292	-0.15975	1.76343	2.25721	-1.95016	0.99834		
	METAB;SKM-GN;metab-u-lrpneg:PE(O-40:5)>PE(O-18:1/22:4)_feature4	SKM-GN	PE(O-40:5)>PE(O-18:1/22:4)_feature4	metab-u-lrpneg:PE(O-40:5)>PE(O-18:1/22:4)_feature4	metab-u-lrpneg	2.13E-02	0.90718	2.66103	-0.52914	-1.10759	-0.27122	1.64902	-0.75441	2.26264		
	METAB;SKM-GN;metab-u-lrppos:PE(O-40:5)>PE(O-18:1/22:4)_feature4	SKM-GN	PE(O-40:5)>PE(O-18:1/22:4)_feature4	metab-u-lrppos:PE(O-40:5)>PE(O-18:1/22:4)_feature4	metab-u-lrppos	4.18E-02	0.33765	2.62606	0.31984	0.00232	0.16496	0.93537	-0.81965	2.85566		
	METAB;PLASMA;PE(O-40:5)>PE(O-18:1/22:4)_feature5	PLASMA	PE(O-40:5)>PE(O-18:1/22:4)_feature5	NA	metab-u-lrppos	3.91E-03	0.64147	2.03055	1.49126	-1.31216	1.03256	2.035	-2.46741	0.20598		
	METAB;LIVER;metab-u-lrpneg:PE(O-40:6)>PE(O-18:1/22:5)_feature3	LIVER	PE(O-40:6)>PE(O-18:1/22:5)_feature3	metab-u-lrpneg:PE(O-40:6)>PE(O-18:1/22:5)_feature3	metab-u-lrpneg	4.06E-02	0.56685	1.08663	1.16871	0.13373	-0.00586	-0.85743	1.99564	-2.65104		
	METAB;KIDNEY;metab-u-lrppos:PE(O-40:6)>PE(O-18:1/22:5)_feature4	KIDNEY	PE(O-40:6)>PE(O-18:1/22:5)_feature4	metab-u-lrppos:PE(O-40:6)>PE(O-18:1/22:5)_feature4	metab-u-lrppos	4.73E-02	-2.33655	-2.45099	0.32815	-0.1938	-0.58263	-0.83893	1.81881	0.41353		
	METAB;LIVER;metab-u-lrppos:PE(O-40:6)>PE(O-18:1/22:5)_feature4	LIVER	PE(O-40:6)>PE(O-18:1/22:5)_feature4	metab-u-lrppos:PE(O-40:6)>PE(O-18:1/22:5)_feature4	metab-u-lrppos	7.78E-03	-2.25148	-1.08006	2.96973	-0.52991	-1.87238	-0.41841	0.22453	0.47917		
	METAB;SKM-GN;metab-u-lrpneg:PE(O-40:6)>PE(O-18:1/22:5)_feature4	SKM-GN	PE(O-40:6)>PE(O-18:1/22:5)_feature4	metab-u-lrpneg:PE(O-40:6)>PE(O-18:1/22:5)_feature4	metab-u-lrpneg	1.01E-02	-4.35201	-4.46006	-3.07793	-1.66318	-0.6997	-1.41054	1.19567	0.07361		
	METAB;WAT-SC;metab-u-lrppos:PE(O-40:6)>PE(O-18:1/22:5)_feature4	WAT-SC	PE(O-40:6)>PE(O-18:1/22:5)_feature4	metab-u-lrppos:PE(O-40:6)>PE(O-18:1/22:5)_feature4	metab-u-lrppos	1.70E-02	-0.12901	-1.19108	1.16335	3.2183	-1.91661	-0.23515	-2.07676	-1.06576		
	METAB;BAT;metab-u-lrppos:PE(O-40:6)>PE(O-18:1/22:5)_feature5	BAT	PE(O-40:6)>PE(O-18:1/22:5)_feature5	metab-u-lrppos:PE(O-40:6)>PE(O-18:1/22:5)_feature5	metab-u-lrppos	7.26E-03	3.95	4.62695	1.0735	2.67532	1.28672	1.06728	-0.92041	0.19307		
	METAB;HEART;metab-u-lrpneg:PE(O-40:6)>PE(O-18:1/22:5)_feature5	HEART	PE(O-40:6)>PE(O-18:1/22:5)_feature5	metab-u-lrpneg:PE(O-40:6)>PE(O-18:1/22:5)_feature5	metab-u-lrpneg	7.25E-10	5.05573	8	1.58046	2.42591	1.63948	4.40461	-3.04149	0.44685		
	METAB;HEART;metab-u-lrppos:PE(O-40:6)>PE(O-18:1/22:5)_feature5	HEART	PE(O-40:6)>PE(O-18:1/22:5)_feature5	metab-u-lrppos:PE(O-40:6)>PE(O-18:1/22:5)_feature5	metab-u-lrppos	1.38E-03	2.23429	4.11278	1.09956	1.16583	-0.64207	2.11764	-2.06894	1.88237		
	METAB;LIVER;metab-u-lrppos:PE(O-40:6)>PE(O-18:1/22:5)_feature5	LIVER	PE(O-40:6)>PE(O-18:1/22:5)_feature5	metab-u-lrppos:PE(O-40:6)>PE(O-18:1/22:5)_feature5	metab-u-lrppos	1.68E-03	2.50086	4.88473	2.12641	1.33105	-0.33281	1.8931	-2.01682	0.73083		
	METAB;LUNG;metab-u-lrpneg:PE(O-40:6)>PE(O-18:1/22:5)_feature5	LUNG	PE(O-40:6)>PE(O-18:1/22:5)_feature5	metab-u-lrpneg:PE(O-40:6)>PE(O-18:1/22:5)_feature5	metab-u-lrpneg	9.95E-06	3.69759	7.29123	1.92878	1.34351	1.53645	2.71991	-1.18499	1.02887		
	METAB;LUNG;metab-u-lrppos:PE(O-40:6)>PE(O-18:1/22:5)_feature5	LUNG	PE(O-40:6)>PE(O-18:1/22:5)_feature5	metab-u-lrppos:PE(O-40:6)>PE(O-18:1/22:5)_feature5	metab-u-lrppos	1.73E-02	3.33746	4.13919	1.03162	2.24914	-1.24252	1.00807	-0.95014	0.66967		
	METAB;PLASMA;metab-u-lrppos:PE(O-40:6)>PE(O-18:1/22:5)_feature5	PLASMA	PE(O-40:6)>PE(O-18:1/22:5)_feature5	metab-u-lrppos:PE(O-40:6)>PE(O-18:1/22:5)_feature5	metab-u-lrppos	7.65E-03	1.26484	3.80969	1.52432	0.17869	-1.36542	1.31983	-1.74504	0.58736		
	METAB;SKM-GN;metab-u-lrpneg:PE(O-40:6)>PE(O-18:1/22:5)_feature5	SKM-GN	PE(O-40:6)>PE(O-18:1/22:5)_feature5	metab-u-lrpneg:PE(O-40:6)>PE(O-18:1/22:5)_feature5	metab-u-lrpneg	7.92E-03	2.04968	3.50843	-1.03195	0.76117	-0.78808	0.65455	-2.01137	1.2706		
	METAB;BAT;metab-u-lrppos:PE(O-40:6)>PE(O-18:2/22:4)_feature2	BAT	PE(O-40:6)>PE(O-18:2/22:4)_feature2	metab-u-lrppos:PE(O-40:6)>PE(O-18:2/22:4)_feature2	metab-u-lrppos	4.67E-02	2.39331	3.25688	1.22243	0.15038	-0.51821	0.29398	-2	0.8166		
	METAB;KIDNEY;metab-u-lrpneg:PE(O-40:6)>PE(O-18:2/22:4)_feature2	KIDNEY	PE(O-40:6)>PE(O-18:2/22:4)_feature2	metab-u-lrpneg:PE(O-40:6)>PE(O-18:2/22:4)_feature2	metab-u-lrpneg	2.01E-02	1.27664	1.13838	-1.54085	-0.65646	-1.01371	-1.26744	-3.75618	-0.52487		
	METAB;LIVER;metab-u-lrpneg:PE(O-40:6)>PE(O-18:2/22:4)_feature2	LIVER	PE(O-40:6)>PE(O-18:2/22:4)_feature2	metab-u-lrpneg:PE(O-40:6)>PE(O-18:2/22:4)_feature2	metab-u-lrpneg	4.53E-03	1.39096	2.59259	-0.1592	-1.36917	0.94967	1.24682	-2.17801	-1.34542		
	METAB;LIVER;metab-u-lrppos:PE(O-40:6)>PE(O-18:2/22:4)_feature2	LIVER	PE(O-40:6)>PE(O-18:2/22:4)_feature2	metab-u-lrppos:PE(O-40:6)>PE(O-18:2/22:4)_feature2	metab-u-lrppos	1.89E-02	0.39152	2.35182	0.83762	-0.9309	1.32507	1.93232	-1.02508	2.61592		
	METAB;LUNG;metab-u-lrpneg:PE(O-40:6)>PE(O-18:2/22:4)_feature2	LUNG	PE(O-40:6)>PE(O-18:2/22:4)_feature2	metab-u-lrpneg:PE(O-40:6)>PE(O-18:2/22:4)_feature2	metab-u-lrpneg	4.04E-03	-1.16026	-0.702	-0.13936	-3.81682	-0.71016	-0.95646	-1.68058	-3.90368		
	METAB;WAT-SC;metab-u-lrpneg:PE(O-40:6)>PE(O-18:2/22:4)_feature2	WAT-SC	PE(O-40:6)>PE(O-18:2/22:4)_feature2	metab-u-lrpneg:PE(O-40:6)>PE(O-18:2/22:4)_feature2	metab-u-lrpneg	1.86E-03	1.65655	2.9365	0.8163	2.59567	1.42727	2.76135	0.75231	5.02092		
	METAB;LIVER;PE(O-40:7)>PE(O-18:1/22:6)_and_PE(O-22:7/18:0)_feature10	LIVER	PE(O-40:7)>PE(O-18:1/22:6)_and_PE(O-22:7/18:0)_feature10	NA	metab-u-lrpneg	2.89E-03	0.97596	2.17328	1.44997	-1.59251	1.982	2.48718	0.87053	-1.54125		
	METAB;LUNG;PE(O-40:7)>PE(O-18:1/22:6)_and_PE(O-22:7/18:0)_feature10	LUNG	PE(O-40:7)>PE(O-18:1/22:6)_and_PE(O-22:7/18:0)_feature10	NA	metab-u-lrpneg	3.38E-03	0.42554	1.25496	1.31486	-0.58798	2.82872	2.90315	2.64536	-1.84309		
	METAB;PLASMA;PE(O-40:7)>PE(O-18:1/22:6)_and_PE(O-22:7/18:0)_feature6	PLASMA	PE(O-40:7)>PE(O-18:1/22:6)_and_PE(O-22:7/18:0)_feature6	NA	metab-u-lrpneg	3.69E-05	1.37462	2.63875	0.26337	-2.02693	2.75742	3.10267	0.15503	-2.62197		
	METAB;HEART;PE(O-40:7)>PE(O-18:1/22:6)_and_PE(O-22:7/18:0)_feature9	HEART	PE(O-40:7)>PE(O-18:1/22:6)_and_PE(O-22:7/18:0)_feature9	NA	metab-u-lrpneg	2.50E-06	1.43587	2.21021	2.97338	1.32197	6.4243	8	6.23897	4.5369		
	METAB;HEART;PE(O-40:7)>PE(O-18:1/22:6)_feature6	HEART	PE(O-40:7)>PE(O-18:1/22:6)_feature6	NA	metab-u-lrppos	3.89E-03	0.24156	0.11135	1.31787	1.19121	-0.39293	0.43525	2.30944	5.09187		
	METAB;LIVER;PE(O-40:7)>PE(O-18:1/22:6)_feature6	LIVER	PE(O-40:7)>PE(O-18:1/22:6)_feature6	NA	metab-u-lrppos	3.98E-08	-0.00905	-1.29037	1.72605	3.73251	-0.75899	1.5652	-0.36895	8		
	METAB;HEART;PE(O-40:7)>PE(O-18:1/22:6)_feature7	HEART	PE(O-40:7)>PE(O-18:1/22:6)_feature7	NA	metab-u-lrppos	1.21E-03	0.60366	1.06149	2.09327	0.89945	2.34451	4.2529	4.29368	6.60202		
	METAB;LIVER;PE(O-40:7)>PE(O-18:1/22:6)_feature7	LIVER	PE(O-40:7)>PE(O-18:1/22:6)_feature7	NA	metab-u-lrppos	4.77E-02	-0.47448	1.21886	2.74564	-0.77699	1.24245	2.46505	0.6414	1.60728		
	METAB;PLASMA;PE(O-40:7)>PE(O-18:1/22:6)_feature7	PLASMA	PE(O-40:7)>PE(O-18:1/22:6)_feature7	NA	metab-u-lrppos	5.57E-03	0.60822	2.43711	1.0689	-1.78895	1.01375	2.57361	-0.6763	-0.55041		
	METAB;SKM-GN;metab-u-lrpneg:PE(O-40:7)>PE(O-18:2/22:5)_feature4	SKM-GN	PE(O-40:7)>PE(O-18:2/22:5)_feature4	metab-u-lrpneg:PE(O-40:7)>PE(O-18:2/22:5)_feature4	metab-u-lrpneg	1.28E-03	-1.71992	-2.23971	-0.03895	-0.72338	1.36708	-3.12957	3.15824	0.75491		
	METAB;WAT-SC;metab-u-lrppos:PE(O-40:7)>PE(O-18:2/22:5)_feature4	WAT-SC	PE(O-40:7)>PE(O-18:2/22:5)_feature4	metab-u-lrppos:PE(O-40:7)>PE(O-18:2/22:5)_feature4	metab-u-lrppos	1.01E-02	-1.63889	-1.72812	-0.35714	-4.68696	1.09105	1.90245	1.59444	0.01533		
	METAB;BAT;PE(O-40:7)_feature10	BAT	PE(O-40:7)_feature10	NA	metab-u-lrpneg	1.36E-02	-0.09911	0.77361	-1.15113	-0.06447	2.51039	3.00021	-0.90123	-1.72548		
	METAB;HEART;PE(O-40:8)>PE(O-18:2/22:6)_feature2	HEART	PE(O-40:8)>PE(O-18:2/22:6)_feature2	NA	metab-u-lrppos	4.18E-02	-0.10227	0.23705	1.39367	0.05334	1.43807	3.00703	2.41879	4.47968		
	METAB;PLASMA;PE(O-40:8)>PE(O-18:2/22:6)_feature2	PLASMA	PE(O-40:8)>PE(O-18:2/22:6)_feature2	NA	metab-u-lrppos	6.43E-03	2.12738	3.28485	1.68995	-0.87582	0.75721	2.37566	-0.6126	-0.63844		
	METAB;HEART;PE(O-40:8)>PE(O-22:8/18:0)_and_PE(O-18:2/22:6)_feature2	HEART	PE(O-40:8)>PE(O-22:8/18:0)_and_PE(O-18:2/22:6)_feature2	NA	metab-u-lrpneg	1.96E-05	0.402	1.50103	1.98404	0.20573	6.23105	8	5.06568	3.26456		
	METAB;PLASMA;PE(O-42:5)>PE(O-20:1/22:4)_feature1	PLASMA	PE(O-42:5)>PE(O-20:1/22:4)_feature1	NA	metab-u-lrpneg	1.81E-03	2.03488	2.88874	0.49444	-1.88168	1.9759	1.75541	-0.10185	-0.99676		
	METAB;HEART;PE(O-42:7)>PE(O-20:1/22:6)_feature3	HEART	PE(O-42:7)>PE(O-20:1/22:6)_feature3	NA	metab-u-lrpneg	7.67E-07	1.72978	1.93033	2.59954	0.88271	7.70761	8	7.24543	5.47574		
	METAB;HEART;PG(34:2)>PG(16:0_18:2)_feature1	HEART	PG(34:2)>PG(16:0_18:2)_feature1	NA	metab-u-lrpneg	1.23E-04	-1.76195	-3.94516	-0.73397	0.85317	-1.8804	-3.21531	0.46339	1.56825		
	METAB;LUNG;PG(34:2)>PG(16:0_18:2)_feature1	LUNG	PG(34:2)>PG(16:0_18:2)_feature1	NA	metab-u-lrpneg	1.36E-04	-4.23235	-3.01188	-2.51174	-4.56854	0.99644	-0.14594	1.69579	-3.4087		
	METAB;SKM-GN;PG(34:2)>PG(16:0_18:2)_feature1	SKM-GN	PG(34:2)>PG(16:0_18:2)_feature1	NA	metab-u-lrpneg	7.14E-05	1.15798	1.3805	4.68184	4.72187	2.16849	3.03616	4.87647	4.21905		
	METAB;HEART;PG(36:2)>PG(18:0_18:2)_feature2	HEART	PG(36:2)>PG(18:0_18:2)_feature2	NA	metab-u-lrpneg	2.74E-03	-2.28245	-1.60212	-0.58039	1.67065	-0.79701	0.2298	1.94049	3.07909		
	METAB;LIVER;PG(36:2)>PG(18:0_18:2)_feature2	LIVER	PG(36:2)>PG(18:0_18:2)_feature2	NA	metab-u-lrpneg	1.21E-03	4.34168	3.37284	1.81784	2.98237	3.30669	3.4928	2.74848	4.08016		
	METAB;LUNG;PG(36:2)>PG(18:0_18:2)_feature2	LUNG	PG(36:2)>PG(18:0_18:2)_feature2	NA	metab-u-lrpneg	9.80E-05	-3.25035	-2.53069	-2.01035	-5.74257	0.49081	-0.12416	0.5686	-3.64216		
	METAB;HEART;PG(36:4)>PG(16:0_20:4)_feature3	HEART	PG(36:4)>PG(16:0_20:4)_feature3	NA	metab-u-lrpneg	2.13E-05	-0.10119	0.66473	-0.72037	-2.36708	3.126	4.50425	0.73467	-3.263		
	METAB;LUNG;PG(36:4)>PG(16:0_20:4)_feature3	LUNG	PG(36:4)>PG(16:0_20:4)_feature3	NA	metab-u-lrpneg	4.39E-05	-1.98525	-2.22694	-2.56415	-5.14853	1.22006	1.04395	-0.92034	-4.07071		
	METAB;LUNG;PG(36:4)>PG(18:2_18:2)_feature1	LUNG	PG(36:4)>PG(18:2_18:2)_feature1	NA	metab-u-lrpneg	3.35E-02	-0.2295	0.61654	-2.00244	-2.01381	2.3006	2.49531	2.63075	0.1981		
	METAB;LUNG;PG(36:4)>PG(18:2_18:2)_feature2	LUNG	PG(36:4)>PG(18:2_18:2)_feature2	NA	metab-u-lrpneg	1.55E-02	-4.06662	-2.19655	-2.78539	-2.42338	1.13111	1.30016	1.61548	-1.31322		
	METAB;LUNG;PG(36:5)>PG(16:0_20:5)_feature2	LUNG	PG(36:5)>PG(16:0_20:5)_feature2	NA	metab-u-lrpneg	2.82E-06	-2.9602	-4.30553	-0.30974	-1.82984	0.55777	-1.1532	3.47228	-4.11289		
	METAB;LUNG;PG(38:4)>PG(16:0_22:4)_feature2	LUNG	PG(38:4)>PG(16:0_22:4)_feature2	NA	metab-u-lrpneg	5.04E-04	-2.8031	-1.46404	-4.34082	-4.42203	2.05527	1.73934	0.46229	-1.97114		
	METAB;BAT;PG(38:4)>PG(18:0_20:4)_feature3	BAT	PG(38:4)>PG(18:0_20:4)_feature3	NA	metab-u-lrppos	3.74E-02	0.3366	-1.8177	1.02369	0.15367	1.80132	0.58745	0.6088	-2.55374		
	METAB;LIVER;PG(38:4)>PG(18:0_20:4)_feature3	LIVER	PG(38:4)>PG(18:0_20:4)_feature3	NA	metab-u-lrppos	1.58E-02	-1.9938	-2.73389	0.94297	-0.31291	-2.19893	-2.21549	-0.81719	0.42847		
	METAB;LUNG;PG(38:4)>PG(18:0_20:4)_feature3	LUNG	PG(38:4)>PG(18:0_20:4)_feature3	NA	metab-u-lrpneg	5.33E-06	-1.33759	-1.25456	-1.12246	-4.98516	0.71184	0.89461	-1.2153	-5.24766		
	METAB;LUNG;PG(38:5)>PG(18:1_20:4)_M+NH3_feature2	LUNG	PG(38:5)>PG(18:1_20:4)_M+NH3_feature2	NA	metab-u-lrpneg	5.21E-06	-4.29814	-3.97909	-2.81475	-5.82681	-0.09744	-0.78432	0.10295	-5.19261		
	METAB;KIDNEY;PG(38:6)>PG(18:2_20:4)_feature1	KIDNEY	PG(38:6)>PG(18:2_20:4)_feature1	NA	metab-u-lrpneg	5.33E-03	-0.01204	-0.14796	-3.42468	-2.03424	-1.1113	-0.71496	-2.32051	1.56035		
	METAB;LUNG;PG(38:6)>PG(18:2_20:4)_feature1	LUNG	PG(38:6)>PG(18:2_20:4)_feature1	NA	metab-u-lrpneg	1.46E-02	-0.99409	-0.5514	-3.41406	-3.42331	-0.07719	-0.45676	-0.89464	-2.53671		
	METAB;LUNG;PG(40:6)>PG(18:0_22:6)_feature2	LUNG	PG(40:6)>PG(18:0_22:6)_feature2	NA	metab-u-lrpneg	3.26E-03	-1.03071	-0.50202	1.35446	-2.19142	0.96651	1.71696	0.75882	-2.8385		
X	METAB;HEART;PG(40:6)>PG(18:0_22:6)_feature4	HEART	PG(40:6)>PG(18:0_22:6)_feature4	NA	metab-u-lrpneg	5.30E-11	3.05931	4.07196	3.62678	1.10311	8	8	8	5.74782		
	METAB;LUNG;PG(40:7)>PG(18:1_22:6)_feature1	LUNG	PG(40:7)>PG(18:1_22:6)_feature1	NA	metab-u-lrpneg	2.35E-03	-1.04719	-0.80704	0.12888	-2.81087	1.95816	2.46942	1.37469	-2.43107		
	METAB;HEART;PG(40:8)>PG(18:2_22:6)_feature1	HEART	PG(40:8)>PG(18:2_22:6)_feature1	NA	metab-u-lrpneg	1.92E-05	-2.1327	-1.55122	2.21752	1.15706	-0.08569	3.20999	5.18192	0.43574		
	METAB;LIVER;PG(40:8)>PG(18:2_22:6)_feature1	LIVER	PG(40:8)>PG(18:2_22:6)_feature1	NA	metab-u-lrpneg	1.18E-02	1.98657	2.54933	0.01784	-0.66979	2.05747	1.82925	-0.64227	2.3685		
	METAB;LUNG;PG(40:8)>PG(18:2_22:6)_feature1	LUNG	PG(40:8)>PG(18:2_22:6)_feature1	NA	metab-u-lrpneg	4.20E-06	-2.81733	-4.12323	-0.34255	-3.88776	0.523	0.94767	2.34443	-4.37583		
	METAB;LIVER;PG(42:10)>PG(20:4_22:6)_feature1	LIVER	PG(42:10)>PG(20:4_22:6)_feature1	NA	metab-u-lrpneg	8.27E-05	2.45497	3.67595	-0.4951	-1.97128	2.51339	2.30976	-1.12289	0.5049		
	METAB;KIDNEY;PG(44:12)>PG(22:6/22:6)_feature1	KIDNEY	PG(44:12)>PG(22:6/22:6)_feature1	NA	metab-u-lrpneg	1.68E-04	-5.40773	-6.81342	-1.02811	-1.26312	0.05072	-0.81599	0.62135	-0.23756		
	METAB;LUNG;PG(44:12)>PG(22:6/22:6)_feature1	LUNG	PG(44:12)>PG(22:6/22:6)_feature1	NA	metab-u-lrpneg	5.81E-09	-3.09646	-4.94186	1.56015	-2.63555	0.70903	1.06278	4.49741	-4.28228		
	METAB;SKM-GN;PGE2	SKM-GN	PGE2	NA	metab-t-oxylipneg	2.17E-02	1.05091	-0.46733	-4.01733	-0.03303	0.10549	-0.9084	-0.21628	0.11148		
	METAB;WAT-SC;PGE2	WAT-SC	PGE2	NA	metab-t-oxylipneg	2.74E-02	-1.47216	-1.30914	-1.64516	-1.40562	-1.06427	-2.91373	-4.05805	-0.152		
	METAB;LIVER;PI(34:2)_feature1	LIVER	PI(34:2)_feature1	NA	metab-u-lrppos	2.21E-02	-2.6372	-2.20176	1.27312	-0.61851	-1.65605	0.53149	0.66678	0.88129		
	METAB;BAT;PI(36:1)>PI(18:0_18:1)_feature1	BAT	PI(36:1)>PI(18:0_18:1)_feature1	NA	metab-u-lrpneg	4.31E-02	-0.68755	-1.33229	0.19045	-2.57446	1.04459	1.86262	-0.95031	-1.59899		
	METAB;BAT;PI(36:2)>PI(18:0_18:2)_feature2	BAT	PI(36:2)>PI(18:0_18:2)_feature2	NA	metab-u-lrpneg	3.25E-02	3.12078	3.2677	2.12135	0.22379	2.1128	3.02762	1.61154	-0.24639		
	METAB;LUNG;PI(36:2)>PI(18:1_18:1)_feature1	LUNG	PI(36:2)>PI(18:1_18:1)_feature1	NA	metab-u-lrpneg	4.98E-02	1.99947	2.77118	0.41945	2.23184	-2.50059	-1.96973	-1.63761	0.0175		
	METAB;PLASMA;PI(36:2)_feature2	PLASMA	PI(36:2)_feature2	NA	metab-u-lrppos	3.87E-02	1.38001	2.2475	2.71493	2.51814	2.51752	2.62089	0.09021	1.63925		
	METAB;LIVER;PI(36:3)_feature2	LIVER	PI(36:3)_feature2	NA	metab-u-lrppos	4.05E-05	-1.6892	-3.88634	0.7027	0.76135	-2.78384	-1.05454	1.01716	2.80243		
	METAB;PLASMA;PI(36:3)_feature2	PLASMA	PI(36:3)_feature2	NA	metab-u-lrppos	7.40E-05	-1.71614	-1.23616	2.13206	2.57071	0.46408	1.51621	-0.67738	4.23653		
	METAB;KIDNEY;metab-u-lrpneg:PI(38:3)>PI(18:0_20:3)_feature2	KIDNEY	PI(38:3)>PI(18:0_20:3)_feature2	metab-u-lrpneg:PI(38:3)>PI(18:0_20:3)_feature2	metab-u-lrpneg	3.59E-02	-1.51697	-0.68141	0.51805	0.80428	-0.76113	-0.44317	-0.65513	2.83698		
	METAB;LIVER;metab-u-lrpneg:PI(38:3)>PI(18:0_20:3)_feature2	LIVER	PI(38:3)>PI(18:0_20:3)_feature2	metab-u-lrpneg:PI(38:3)>PI(18:0_20:3)_feature2	metab-u-lrpneg	2.38E-04	-2.42279	-3.09135	1.06948	2.07906	-2.91707	-2.17635	-0.94203	0.32975		
	METAB;LIVER;metab-u-lrppos:PI(38:3)>PI(18:0_20:3)_feature2	LIVER	PI(38:3)>PI(18:0_20:3)_feature2	metab-u-lrppos:PI(38:3)>PI(18:0_20:3)_feature2	metab-u-lrppos	2.91E-04	-3.2159	-3.32428	1.11111	1.09923	-2.39393	-1.00896	-0.5462	1.59281		
	METAB;PLASMA;metab-u-lrpneg:PI(38:3)>PI(18:0_20:3)_feature2	PLASMA	PI(38:3)>PI(18:0_20:3)_feature2	metab-u-lrpneg:PI(38:3)>PI(18:0_20:3)_feature2	metab-u-lrpneg	3.45E-04	-2.34809	-2.67428	0.13944	2.89949	-0.45626	-0.9319	0.01896	2.26277		
	METAB;PLASMA;metab-u-lrppos:PI(38:3)>PI(18:0_20:3)_feature2	PLASMA	PI(38:3)>PI(18:0_20:3)_feature2	metab-u-lrppos:PI(38:3)>PI(18:0_20:3)_feature2	metab-u-lrppos	2.60E-03	-2.50454	-2.20708	1.69275	1.91187	-0.60037	0.85526	-0.17673	1.67802		
	METAB;SKM-GN;metab-u-lrpneg:PI(38:3)>PI(18:0_20:3)_feature2	SKM-GN	PI(38:3)>PI(18:0_20:3)_feature2	metab-u-lrpneg:PI(38:3)>PI(18:0_20:3)_feature2	metab-u-lrpneg	1.29E-02	-2.25087	-4.28871	-3.98014	-2.40546	-2.19109	-1.52774	-2.02246	-0.0653		
	METAB;PLASMA;metab-u-lrppos:PI(38:3)>PI(18:0_20:3)_feature4	PLASMA	PI(38:3)>PI(18:0_20:3)_feature4	metab-u-lrppos:PI(38:3)>PI(18:0_20:3)_feature4	metab-u-lrppos	3.32E-04	-2.82198	-2.33521	0.7263	1.11408	-0.80458	-0.24839	-3.34992	1.3937		
	METAB;SKM-GN;metab-u-lrpneg:PI(38:3)>PI(18:0_20:3)_feature4	SKM-GN	PI(38:3)>PI(18:0_20:3)_feature4	metab-u-lrpneg:PI(38:3)>PI(18:0_20:3)_feature4	metab-u-lrpneg	4.34E-03	-1.46721	-2.47928	-4.2918	-2.18077	-2.48989	-1.87298	-3.36189	0.05138		
	METAB;SKM-GN;metab-u-lrppos:PI(38:3)>PI(18:0_20:3)_feature4	SKM-GN	PI(38:3)>PI(18:0_20:3)_feature4	metab-u-lrppos:PI(38:3)>PI(18:0_20:3)_feature4	metab-u-lrppos	1.47E-02	-0.10106	-0.03392	-2.57146	-0.39641	-1.68935	-0.76871	-2.57721	1.76375		
	METAB;LIVER;metab-u-lrpneg:PI(38:4)>PI(18:0_20:4)_feature2	LIVER	PI(38:4)>PI(18:0_20:4)_feature2	metab-u-lrpneg:PI(38:4)>PI(18:0_20:4)_feature2	metab-u-lrpneg	4.40E-02	2.28416	1.39109	1.03843	-1.09441	-0.32308	0.42011	-0.87438	-2.32347		
	METAB;PLASMA;metab-u-lrppos:PI(38:4)>PI(18:0_20:4)_feature2	PLASMA	PI(38:4)>PI(18:0_20:4)_feature2	metab-u-lrppos:PI(38:4)>PI(18:0_20:4)_feature2	metab-u-lrppos	4.59E-02	1.64276	2.44643	0.82092	-0.24385	0.44096	2.19188	-0.80664	-0.71309		
